fin	feature	left_context	kwic	right_context
szabad	FIN INF		Szabad gondolkozni	.
szabad	FIN INF		Szabad lazítani	is.
szabad	FIN INF		Szabad volt szolgálnom	őket.
szabad	FIN INF		Szabad volt gitárt hozni	.
szabad	FIN INF		Szabad volt a cipőket ide-oda hurcolnom	a műhelyben.
szabad	FIN INF		Szabad segítenem	...
szabad	FIN INF		Szabad -e ilyet mondanom	: világi + házi élet: sok.
szabad	FIN INF		Szabad volt viszont írni	Hitler “ rémtetteiről “.
szabad	FIN INF		Szabad -e locsolni	...
szabad	FIN INF		Szabad ezekután hinni	a híreknek.
szabad	FIN INF		Szabad a Sehonnai Bitang Embert topicjai	apolasaert megdicserni.
szabad	FIN INF		Szabad a művészetet gyalázni	.
szabad	FIN INF		Szabad az irodalmat gyalázni	.
szabad	FIN INF		Szabad a filozófiát gyalázni	.
szabad	FIN INF		Szabad a hídon át közlekedni	.
szabad	FIN INF		Szabad karriert csinálni	.
szabad	FIN INF		Szabad tehát szombatnapon jót cselekedni	.
szabad	FIN INF		Szabad folytatni	.
szabad	FIN INF		Szabad régi dolgokat posztolni	.
szabad	FIN INF		Szabad bármit kérdeznünk	az Úrtól.
szabad	FIN INF		Szabad mutogatni	.
szabad	FIN INF		Szabad álmodozni	.
szabad	FIN INF		Szabad véleményt formálni	.
szabad	FIN INF		Szabad is szidni	bárkit.
szabad	FIN INF		Szabad tehát ennek és ebből élnem	.
szabad	FIN INF		Szabad a művészetet gyalázni	.
szabad	FIN INF		Szabad az irodalmat gyalázni	.
szabad	FIN INF		Szabad a filozófiát gyalázni	.
szabad	FIN INF		Szabad például magadról valótlant állítani	az ésszeruség határain belül.
szabad	FIN INF		Szabad idegenben játszani	.
szabad	FIN INF		Szabad -e tudnia	a társadalomnak hogy e kamatfizetés nélkül a költségvetés szuficites azaz többletes lenne.
szabad	FIN INF		Szabad egyezkedni	.
szabad	INF FIN		Firkálni szabad	csupán és egyet egyet sóhajtani.
szabad	INF FIN		Szeretni is kegyetlen tisztasággal szabad	csak.
szabad	INF FIN		Kételkedni mindenkinek szabad	.
szabad	INF FIN		Eladni az új rendelkezések értelmében nemigen szabad	.
szabad	INF FIN		Nézni is csak módjával szabad	: zsenge felületén hátha lyukat éget a mohó tekintet...
szabad	INF FIN		Tapintani minden élőnek szabad	.
szabad	INF FIN		Szeretni is kegyetlen tisztasággal szabad	csak.
szabad	INF FIN	-	Visszakérdezni csak zsidónak szabad	.
szabad	INF FIN		Reménykedni csak szabad	.
szabad	INF FIN		Képzelegni szabad	.
szabad	INF FIN		Ragyogni szabad	...
szabad	INF FIN		Gyönyörködni azért csak szabad	.
szabad	INF FIN		Látni szabad	azt.
szabad	INF FIN		Felvonulnia még egy nácinak is szabad	.
szabad	INF FIN		Kritizálni szabad	.
szabad	INF FIN		Hinni azt szabad	.
szabad	INF FIN		Ignorálni szabad	.
szabad	INF FIN		Szabadni szabad	.
szabad	INF FIN		Hazudni csak okosan szabad	.
szabad	INF FIN		Inni csak mértékkel szabad	.
szabad	INF FIN		Zsidózni pedigh szabad	.
szabad	INF FIN		Vitatkozni szabad	.
szabad	INF FIN		FELADNI CSAK A CSÚCSON SZABAD	.
szabad	INF FIN		Megosztani szabad	a képeim: P vagy látogass el ide-- > Varga Photo Blog < -- és jusson el hozzád is a leghamarabb.
szabad	INF FIN		Rápillantani talán szabad	.
szabad	INF FIN		Elmenni egyszer szabad	csak és véglegesen.
szabad	INF FIN		Nácizni szabad	.
szabad	INF FIN		Álmodozni szabad	.
szabad	INF FIN		MEGOSZTANI SZABAD	..
szabad	INF FIN		Osztani szabad	Szeptember 26-án piackutatási céllal tartunk egy nyílt napot a Vertex “ Jogszervíz “ kereteiben.
szabad	INF FIN		Feladni sosem szabad	.
szabad	INF FIN		Osztani is szabad	.
szabad	INF FIN		Meglepődni mán csak szabad	?...
szabad	INF FIN		Lopni tényleg csak nagy tételben szabad	.
szabad	INF FIN		Gyűjtögetni szabad	nincs kerítés akkor az mindenkié.
szabad	INF FIN		Születni csak jó drámai pillanatban szabad	.
szabad	INF FIN		Javítani csak a folytonosság jegyében szabad	.
szabad	INF FIN		Utazni még autóval is csak egészséges állattal szabad	.
szabad	INF FIN		Összehasonlítani talán szabad	.
szabad	INF FIN		Besorolni is CSAK nektek szabad	akárkit....
szabad	INF FIN		Sírni csak a győztesnek szabad	.
szabad	INF FIN		Búcsúzni csak így szabad	.
szabad	INF FIN		Álmodozni azért szabad	.
szabad	INF FIN		Síelni csakis a kijelölt sípályákon szabad	.
szabad	INF FIN		Dolgozni csak tisztességesen szabad	.
szabad	INF FIN		Sírni csak a győztesnek és a fiúnak szabad	.
szabad	INF FIN		Olvasni csak állva szabad	.
szabad	INF FIN		Szedni szerintük is csak veszélyhelyzet esetén szabad	.
szabad	INF FIN		Beszélni pedig szabad	.
szabad	INF FIN		Készíteni csak fürdőszobában volt szabad	.
szabad	INF FIN		Fogyni csak fokozatosan szabad	.
szabad	INF FIN		Beszélni csak a legvégén szabad	róla.
szabad	INF FIN		Remizni csak a bíró engedélyével szabad	.
szabad	INF FIN		Játszaniuk is szabad	a készülékeken.
szabad	INF FIN		Fényképezni vaku nélkül szabad	.
szabad	INF FIN		Esküdni csak őszintén szabad	.
szabad	INF FIN		Átugrani saját és ellenséges bábut is szabad	.
szabad	INF FIN		Használni pedig kizárólag szilveszterkor este 6 és reggel 6 óra között szabad	.
szabad	INF FIN		Behajtani szabad	.
szabad	INF FIN		Hallgatni azért szabad	őt továbbra is.
szabad	INF FIN		Tévedni szabad	.
szabad	INF FIN		Sírni csak a győztesnek szabad	.
szabad	INF FIN		Álmodni szabad	róla.
szabad	intervening		El szabad volt jönnöd	a rossz anyádat megnézni...
szabad	intervening		Ide szabad magának is ülni	.
szabad	intervening	-	El szabad fogyasztani	Georgina süteményét.
szabad	intervening		Meg ( a betiltott ) viperával is szabad “ zavargókat “ verni	.
szabad	intervening		Meg szabad sértödni	.
szabad	intervening		Viszont szabad volt más lapokba írnom	.
mer	inf_form		Mernem kell	nagyon-nagyon boldog lenni.
mer	inf_form		Mernem boritekolni	a ’ Minden idok legtobb Oscar-dija ’ titulust.
mer	inf_form		Merni neked kell	.
mer	inf_form		Merni kell	akarni és merni kell álmodni.
mer	inf_form		Merni neked kell	.
mer	inf_form		Merni elérni	...
mer	inf_form		Merni kell	hát tiszta szívből megélni minden pillanatot.
mer	inf_form		Merni látni	.
mer	inf_form		Merni kell	hozzányúlni.
mer	inf_form		Merni kell	tehát új dolgokba belevágni.
mer	inf_form		Mernünk kell vállalni	velük a konfrontációt.
mer	inf_form		Mernünk kell kilépni	a védett falak mögül.
mer	inf_form		Merni kell	tenni.
mer	inf_form		Merni kell	vállalni.
mer	inf_form		Merni kell	vállalni a liberális és baloldali értékeket.
mer	FIN INF		Mer ’ ballykillywuchlini	.
mer	FIN INF		Merem remélni	.
mer	FIN INF		Merem remélni	.
mer	FIN INF	-	Mertem bizakodni	a nagylelkűségében.
mer	FIN INF		Merem remélni	.
mer	FIN INF		Merem remélni	.
mer	FIN INF		Merem mondani	: végre valóban hitre és helyre lelt.
mer	FIN INF		Mersz -e áldozatot hozni	a Szellemért?...
mer	FIN INF	-	Merték volna ezt csinálni	a háború előtt.
mer	FIN INF		Merem ajánlani	.
mer	FIN INF		Merni egyedül maradni	.
mer	FIN INF	-	Merem remélni	.
mer	FIN INF		Mertem remélni	.
mer	FIN INF		Mertem remélni	:) Kellemes Húsvétot minden ismerősnek és ismeretlennek.
mer	FIN INF		Merjük a szemébe mondani	.
mer	FIN INF		Mer azt zongorázni	lehetne...
mer	FIN INF		Mertek élni	a személycserék látványos és egyértelmű eszközeivel.
mer	FIN INF		Mer ’ összekénevonni	a többivel.
mer	FIN INF		Mer errefelé szokás kacskaringózni	és asszociálni.
mer	FIN INF		Meri vállalni	mert a körülményekbol adódóan felkészítették az ilyen esetekre.
mer	FIN INF		Merni kell akarni	és merni kell álmodni.
mer	FIN INF		Mer felakarom rakni	az ios 7-et...
mer	FIN INF		Mer kicsit álmodni	.
mer	FIN INF		Merem ajánlani	az Xperia S-t.
mer	FIN INF		Mernek önállóan gondolkodni	és ellentmondani.
mer	FIN INF		Mer olyan fárasztó 2 3 lépéssel arrébb közlekedni	a kijelölt gyalogos útvonalon ( főleg a nyugdíjasoknak ).
mer	FIN INF		Merem remélni	.
mer	FIN INF		Merem ajánlani	.
mer	FIN INF		Merünk menni	.
mer	FIN INF		Mertünk bátrak lenni	és fiataljaink vérét áldoztuk hazánk és Közép-Európa keleti felének szabadságáért.
mer	FIN INF		Merik tenni	.
mer	FIN INF		Mer manipulilálni	az nagyon megy neki....
mer	FIN INF		Mer ’ ugye milyen könnyű másoknak ilyen “ tanácsokat “ adni	.
mer	FIN INF		Mer -e pásztor lenni	ebben a vérzivataros időben.
mer	FIN INF		Merem hinni	: a seattle-i tiltakozás volt a most következő évtizedek legjellemzőbb nyitánya.
mer	FIN INF		Mert bocsánatot kérni	többféleképpen lehet.
mer	FIN INF		Merem hinni	mindezt a vasárnap este telefonon történt hosszas beszélgetésünk kapcsán.
mer	FIN INF		Merjük remélni	hogy a felvetéseinkre érti.
mer	FIN INF		Meri vállalni	egyedül a gyereket.
mer	FIN INF		Merem remélni	.
mer	FIN INF		Mernek ítélni	.
mer	FIN INF		Merni kell vállalni	a liberális és baloldali értékeket.
mer	FIN INF	-	Mer bízni	.
mer	FIN INF		Merem remélni	hogy lesz unokám is és neki is átadjuk ezt a szép hagyományt.
mer	FIN INF		Mernek a szerzők megint játszani	a gyerekkel.
mer	FIN INF		Merem mondani	a fejlődés.
mer	FIN INF		Merjük ezt komolyan venni	.
mer	FIN INF		Mer olvasni	.
mer	FIN INF		Meri idézni	a törvényt.
mer	FIN INF		Merte vállalni	önmagát: szlovákiai magyarként nyelvét és hitét egyaránt.
mer	FIN INF		Mer asz lehetet kúlccsal álítani	.
mer	INF FIN		Mulatni mernek	a nép között.
mer	INF FIN		Fogadni mertem	volna rá...
mer	INF FIN		Esküdni mert	volna.
mer	INF FIN		Esküdni mert	volna...
mer	INF FIN		Esküdni mertem	volna.
mer	INF FIN		Esküdni mernék	.
mer	INF FIN		Kimondani is alig merem	...
mer	INF FIN		Zavarni is alig merlek	s ha nincs az a levél...
mer	INF FIN		Dacolni mer	...
mer	INF FIN		Találkozni is alig mertem	vele...
mer	INF FIN		Találkozni is alig mertem	vele...
mer	INF FIN		Dacolni mer	...
mer	INF FIN		Élni merem	a következtetéseimet.
mer	INF FIN		Szólni is alig merek	.
mer	INF FIN		Szólni is alig mertem	hozzá.
mer	INF FIN		Feleselni mer	a Mahatmával.
mer	INF FIN		Sajnálkozni mer	rajtad...
mer	INF FIN	-	Fogadni mernék	...
mer	INF FIN		Fogadni mertem	volna rá.
mer	INF FIN		Fogadni mernék	a nyertesre...
mer	INF FIN		Szeretni fájdalom után én is mertem	.
mer	INF FIN		Esküdni mernék	hogy az előbb annyi volt..
mer	INF FIN		Fogadni mernék	hogy a feudalizmus után könnyező szemeitek sunyin és laposan kullogott előttetek hogy már megint hülyére vettek és még fizettem is...
mer	INF FIN		Esküdni mernék	: nagyon fájt...
mer	INF FIN		Fogadni merek	hogy pár nap múlva már az ágyat fogom nyomni.
mer	INF FIN		Jósolni azonban ők is csak júniusig mernek	.
mer	INF FIN		Cincogni mernek	az egerek.
mer	INF FIN		Viccavonom mer	a centfazék lakótárcam megöl.
mer	INF FIN		Kifogásolni mertem	a Magyar Nemzeti Bank státusát és felvetettem elnökének felelősségét.
mer	INF FIN		Szólni mer	erről a taburól.
mer	INF FIN		Vállalni azonban kevesen merik	véleményüket.
mer	INF FIN		Viccelni is mertem	a nagyhatalmi pénzmogulok társaságában...
mer	intervening		Meg merek mondani	bármit.
mer	intervening		Meg mernék rá esküdni	.
mer	intervening	“	Meg merem tenni	.
mer	intervening		Össze merik -e kötni	Sanyi halálát az én szívtelenségemmel.
mer	intervening		Meg merem tenni	!...
mer	intervening		Meg merem kockáztatni	hogy megmondjam a végeredményt...
mer	intervening		Meg azér ís mer nőni	nagyon a fejére neki.
mer	intervening		Meg ezt már szavazásra merem bocsátani	.
mer	intervening		Ki merik ejteni	a szájukon azt a szót: keresztény.
mer	intervening		Fel mertem volna rá tenni	egy nagyobb összeget.
mer	intervening		Ki merem jelenteni	hogy életem egyik legdurvább betegségéböl lábalok kifele...
mer	intervening		Ki mernek állni	egy idős asszonnyal szembe.
mer	intervening		Meg mertem volna esküdni	hogy a magyar megfelelője a hüvelygomba.
mer	intervening		Ki merem jelenteni	ország-világ élőt..
mer	intervening		Meg merem tippelni	: imponáló arányban.
mer	intervening		Ki merem jelenteni	: Magyarországon a származásom miatt sohasem ért semmiféle hátrány.
mer	intervening		Ki merne másként szólítani	.
mer	intervening		Ki merem jelenteni	: a Magyar Köztársaság jelenlegi gazdasági-politikai válságában a politikai stabilitás egyik pillére az önkormányzatiság.
mer	intervening		Meg is meri kockáztatni	.
mer	intervening		Ki merem mondani	Dél-Szlovákiában a szlovák-magyar együttélés alapját a szlovákok és magyarok természetes szociális és nyelvi intelligenciája képezi.
mer	intervening		Meg merem ám mutatni	a...
mer	intervening		Szembe mert fordulni	a hivatalos moszkvai vonallal.
mer	intervening		Szembe mert fordulni	a hivatalos moszkvai vonallal.
mer	intervening		El merek bármikor menni	.
mer	intervening		Szembe mert fordulni	a hivatalos moszkvai vonallal.
mer	intervening		Ki merem ezt jelenteni	.
mer	intervening		Szembe mert fordulni	a hivatalos moszkvai vonallal.
mer	intervening		El mert jönni	a lakógyűlésre is kikérni magának.
mer	intervening		Meg merem úgy is fogalmazni	a dolgot hogy merjünk nagyok lenni.
hagy	inf_form		Képtelen volt szó nélkül hagyni	a látottakat.
hagy	inf_form		Hagyni kell	őket játszani.
hagy	inf_form		Jó lesz a fiát békében hagyni	.
hagy	inf_form	“	Jobb békén hagyni	.
hagy	inf_form		Muszáj a hátsó ablakot szabadon hagyni	.
hagy	inf_form		Nincs is kire hagynom	az üzletet.
hagy	inf_form		Hagyni kell	a népet.
hagy	inf_form		Jobb lenne hagyni	zöld füzeteim.
hagy	inf_form		Hagyni kell	a népet.
hagy	inf_form		Jobb lenne hagyni	zöld füzeteim.
hagy	inf_form		Próbál jelet hagyni	.
hagy	inf_form		Hagyni kell	.
hagy	inf_form		Nincs mit itt hagyni	.
hagy	inf_form		Hagyni kell	a dolgokat.
hagy	inf_form		Hagyni kell	a dolgokat.
hagy	inf_form		Hagyni kell	őtet a mániájával.
hagy	inf_form		Hagynia kellett	volna.
hagy	inf_form		Hagyni kell	most.
hagy	inf_form		Hagyni kell	...
hagy	inf_form		Hagyni kell	.
hagy	inf_form		Hagyni kell	.
hagy	inf_form		Hagyni is kell	rájuk valamit.
hagy	inf_form		Hagyni kell	békén meghalni a szerencsétlent.
hagy	inf_form		Célszerűbb ezeket most békében hagyni	.
hagy	inf_form		Jobb békén hagyni	őket.
hagy	inf_form		Hagyni kéne	a fenébe az egészet.
hagy	inf_form		Hagyni kell	.
hagy	inf_form		Szeretett volna valami emléket hagyni	a síron.
hagy	inf_form		Szeretett volna valami emléket hagyni	a síron.
hagy	inf_form		Jobb lett volna tehát ezt a gépet is otthon hagyni	a gondokkal együtt.
hagy	inf_form		Jobb lenne hagyni	zöld füzeteim.
hagy	inf_form		Hagyni kéne	.
hagy	inf_form		Kellett volna hagyni	...
hagy	inf_form		Igyekeztem is ezt a dolgot Anyára hagyni	.
hagy	inf_form		Jó lenne most már békén hagyni	a nyugdíjreformot.
hagy	inf_form		Akart hagyni	maga után valami monumentálisat ( sikerült ) Megnéztem a fényképeket is.
hagy	inf_form		Hagyni kell	öket rohadni.
hagy	inf_form		Kéretik őt békén hagyni	.
hagy	inf_form		Hagyni kell	a facsemetét kibontakozni.
hagy	inf_form		Hagyni kellene	a francba.
hagy	inf_form		Hagyni kell	a világot ollyannak amilyen.
hagy	inf_form		Hagyni kell	kifutni a dolgokat.
hagy	inf_form		Hagyni kéne	.
hagy	inf_form		Hagyni kéne	ezt a dakota luvat.
hagy	inf_form		Hagyni kéne	végelgyengülésben elpusztulni.
hagy	inf_form		Legjobb volna szó nélkül hagyni	az egészet.
hagy	inf_form		Hagyni elmenni	.....
hagy	inf_form		Hagyni elmenni	.
hagy	inf_form		Hagyni fogom	:-) Nincsenek újjraélesztési tapasztalataim.
hagy	inf_form		Féltem egyedül hagyni	.
hagy	inf_form		Hagynom kellett	volna az egészet.
hagy	inf_form		Hagynom kellett	volna ezt az egészet.
hagy	inf_form		Kell hagyni	más troll számára is eleséget....
hagy	inf_form		Hagyni kellett	volna további tevékenységüket a Magyar népert...
hagy	inf_form		Hagyni kell	valami megfejtendő titkot a következő nemzedékeknek is.
hagy	inf_form		Hagyni hagyta	.
hagy	inf_form		Muszáj hagyni	elmenni valakit úgy igazán.
hagy	inf_form		Hagyni kellett	volna kicsit tovább futni a sztorit.
hagy	inf_form		Kellett volna hagyni	kifutni.
hagy	inf_form		Egyszerűbb rájuk hagyni	...
hagy	inf_form		Hagynod kellene	.
hagy	inf_form		Hagyni kell	.
hagy	inf_form		Hagyni kell	kibontakozni.
hagy	inf_form		Hagyni kell	abbahagyni is akár és újba kezdeni.
hagy	inf_form	-	Inni és élni hagyni	Hogyan kaparintottam meg: Jézuska.
hagy	inf_form		Hagyni kell	a fikanickekeket tobzódni.
hagy	inf_form		Hagyni kell	nyerni néha.
hagy	inf_form		Félünk “ csak úgy “ hagyni	megtörténni a dolgokat.
hagy	inf_form		Hagyni szeretnék	valami szépet mindenkinek magamból...
hagy	inf_form		Hagyni kellene	ezt az egész oldalt.
hagy	inf_form		Hagyni kell	valamit a természetnek is...
hagy	inf_form		Hagyni fogja	.
hagy	inf_form		Legjobb egyedül hagyni	a lakásában.
hagy	inf_form		Jó lenne mindkét alkalmazkodási formát magunk mögött hagyni	.
hagy	inf_form		Félni és félni hagyni	.
hagy	inf_form		Hagyni kell	.
hagy	inf_form		Kár lenne veszni hagyni	.
hagy	inf_form		Hajlamos mindent az utolsó pillanatra hagyni	.
hagy	inf_form		Sikerül végre maga mögött hagynia	egy nehéz feladatot.
hagy	inf_form		Jó lenne még sok ilyen kiadványt hagyni	az utókor számára.
hagy	inf_form		Próbálna engem valaki békén hagyni	.
hagy	inf_form		Próbálná valaki békén hagyni	a nemzet- és országhatárokat.
hagy	inf_form		Hagyni kéne	.
hagy	inf_form		Bunkóság egy választ reakció nélkül hagyni	.
hagy	inf_form		Hagynom kellett	volna szegénykét beilleszkedni.
hagy	inf_form		Igyekszünk földi utazásunk alkalmával nyomot hagyni	az út mindkét oldalán.
hagy	inf_form		Kénytelen volt másokra hagyni	az alaptörvény ünneplését Pintér Sándor belügyminiszter.
hagy	inf_form		Felelőtlenség a rajongói bázis legfanatikusabb rétegének véleményét figyelmen kívül hagyni	.
hagy	inf_form		Érdemes bekapcsolva hagyni	.
hagy	inf_form		Hagyni kell	a fiatalokat felnőtté válni.
hagy	inf_form		Hagyni kell	őt nyugodni pihenni.
hagy	inf_form		Érdemes pedig másnak is helyet hagyni	a bendőben.
hagy	inf_form		Hagyni kell kibontakozni	ezt a példátlan politikai gazemberséget a maga teljes valójában.
hagy	inf_form		Ajánlatos minél több kaput nyitva hagyni	.
hagy	inf_form		Szeretnék nyomot hagyni	.
hagy	inf_form	“	Megpróbálom figyelmen kívül hagyni	a Forma-1-es versenyzőkre nehezedő nyomást.
hagy	inf_form		Lehetett volna hagyni	neki hosszabb kifutási időt.
hagy	inf_form		Hagyni kell	minden férfinak egy kis mozgásteret.
hagy	inf_form		Nehéz a volt szerelmeket magunk mögött hagyni	.
hagy	inf_form		Túlzás az a4 gyalogot védelem nélkül hagyni	.
hagy	inf_form	“	Nehéz itt hagyni	az örök dolgokat.
hagy	inf_form		Nehéz ugyanis figyelmen kívül hagyni	a férfi kollekció rejtélyes szúrósságát.
